E/ESCWA/13/4/ADD.14,I8600239,"",I8600140,"","","","",1,1
E/ESCWA/13/4/ADD.15,I8600173,"",I8600323,"","","","",1,1
E/ESCWA/13/4/ADD.16,I8600201,"",I8600144,"","","","",1,1
E/ESCWA/13/4/ADD.17,I8600136,"",I8600135,"","","","",1,1
E/ESCWA/13/4/ADD.17/REV.1,I8600446,"","","","","","",1,1
E/ESCWA/13/4/ADD.18/REV.1,I8600421,"",I8600422,"","","","",1,1
E/ESCWA/13/4/ADD.19,I8600189,"","","","","","",1,1
E/ESCWA/13/4/ADD.19/REV.1,I8600433,"",I8600432,"","","","",1,1
E/ESCWA/13/4/ADD.2,I8600169,"",I8600121,"","","","",1,1
E/ESCWA/13/4/ADD.20/REV.1,I8600443,"",I8600442,"","","","",1,1
E/ESCWA/13/4/ADD.21/REV.1,I8600464,"",I8600463,"","","","",1,1
E/ESCWA/13/4/ADD.22,I8600182,"",98600181,"","","","",1,1
E/ESCWA/13/4/ADD.23,I8600134,"",I8600133,"","","","",1,1
E/ESCWA/13/4/ADD.24,I8600163,"",I8600143,"","","","",1,1
E/ESCWA/13/4/ADD.25,I8600139,"",I8600137,"","","","",1,1
E/ESCWA/13/4/ADD.26,I8600271,"",I8600270,"","","","",1,1
E/ESCWA/13/4/ADD.3,I8600250,"",I8600324,"","","","",1,1
E/ESCWA/13/4/ADD.4,I8600299,"",I8600114,"","","","",1,1
E/ESCWA/13/4/ADD.5,I8600124,"",I8600184,"","","","",1,1
E/ESCWA/13/4/ADD.6,I8600119,"",I8600120,"","","","",1,1
E/ESCWA/13/4/ADD.7,I8600125,"",I8600126,"","","","",1,1
E/ESCWA/13/4/ADD.8,I8600263,"",I8600145,"","","","",1,1
E/ESCWA/13/4/ADD.9,I8600165,"",I8600164,"","","","",1,1
E/ESCWA/13/5,I8600248,"",I8600249,"","","","",1,1
E/ESCWA/13/5/ADD.1,I8600255,"",I8600358,"","","","",1,1
E/ESCWA/13/5/ADD.2,I8600260,"",I8600259,"","","","",1,1
E/ESCWA/13/5/ADD.3,I8600202,"",I8600203,"","","","",1,1
E/ESCWA/13/5/ADD.4,I8600231,"",I8600232,"","","","",1,1
E/ESCWA/13/5/ADD.5,I8600266,"",I8600264,"","","","",1,1
E/ESCWA/13/5/ADD.6/REV.1,I8600438,"",I8600437,"","","","",1,1
E/ESCWA/13/5/ADD.7,I8600223,"",I8600211,"","","","",1,1
E/ESCWA/13/5/ADD.8,I8600185,"",I8600363,"","","","",1,1
E/ESCWA/13/6,I8600131,"",I8600348,"","","","",1,1
E/ESCWA/13/7,I8600241,"",I8600240,"","","","",1,1
E/ESCWA/13/8/REV.1,I8600441,"",I8600444,"","","","",1,1
E/ESCWA/13/9,I8600237,"",I8600238,"","","","",1,1
E/ESCWA/13/9/ADD.1/REV.1,I8600469,"",I8600479,"","","","",1,1
E/ESCWA/13/9/ADD.2,I8600245,"",I8600354,"","","","",1,1
E/ESCWA/13/9/ADD.3,I8600508,"",I8600507,"","","","",1,1
E/ESCWA/13/INF.1,I8600014,"",I8600015,"","","","",1,1
E/ESCWA/13/INF.2,"","",I8600568,"","","","",1,1
E/ESCWA/13/INF.3,I8600580,"",I8600581,"","","","",1,1
E/ESCWA/13/INF.3/REV.1,I8600589,"",I8600590,"","","","",1,1
E/ESCWA/14/10,"","",I8700283,"","","","",1,1
E/ESCWA/14/11,I8700456,"",I8700430,"","","","",1,1
E/ESCWA/14/12,I8700544,"",I8700549,"","","","",1,1
E/ESCWA/14/1/REV.1,I8700507,"",I8700508,"","","","",1,1
E/ESCWA/14/2/REV.1,I8700304,"",I8700301,"","","","",1,1
E/ESCWA/14/3/REV.1,I8700491,"",I8700492,"","","","",1,1
E/ESCWA/14/4,I8700263,"",I8700262,"","","","",1,1
E/ESCWA/14/5/REV.1,I8700551,"",I8700548,"","","","",1,1
E/ESCWA/14/6/REV.1,"","",I8700398,"","","","",1,1
E/ESCWA/14/6/REV.2,I8700284,"","","","","","",1,1
E/ESCWA/14/7,I8700218,"",I8700217,"","","","",1,1
E/ESCWA/14/8,I8700238,"",I8700225,"","","","",1,1
E/ESCWA/14/9,I8700275,"",I8700272,"","","","",1,1
E/ESCWA/14/9/ADD.1,I8700274,"",I8700276,"","","","",1,1
E/ESCWA/14/9/ADD.2,I8700278,"",I8700271,"","","","",1,1
E/ESCWA/14/INF.1,I8701484,"",I8700084,"","","","",1,1
E/ESCWA/14/INF.2/REV.1,I8700493,"",I8700494,"","","","",1,1
E/ESCWA/14/INF.3/REV.2,I8700552,"",I8700553,"","","","",1,1
E/ESCWA/152,I8200113,"","","","","","",1,1
E/ESCWA/15/1,"","",I8900693,"","","","",1,1
E/ESCWA/15/1/REV.1,I8900692,"","","","","","",1,1
E/ESCWA/15/2,I8900261,"",I8900260,"","","","",1,1
E/ESCWA/15/3,I8900372,"",I8900256,"","","","",1,1
E/ESCWA/15/4/REV.1,I8900672,"",I8900678,"","","","",1,1
E/ESCWA/15/5,"","",I8900893,"","","","",1,1
E/ESCWA/15/5/REV.1,I8900792,"","","","","","",1,1
E/ESCWA/15/6,I8900424,"",I8900406,"","","","",1,1
E/ESCWA/15/6/ADD.1,I8900438,"",I8900439,"","","","",1,1
E/ESCWA/15/6/ADD.2,I8900423,"",I8900419,"","","","",1,1
E/ESCWA/15/7,I8900430,"",I8900582,"","","","",1,1
E/ESCWA/15/8,I8900766,"",I8900763,I8900290,"","","",1,1
E/ESCWA/15/INF.1,I8902248,"",I8900247,"","","","",1,1
E/ESCWA/15/INF.3,"","",I8900691,"","","","",1,1
E/ESCWA/15/INF.3/REV.1,I8900697,"","","","","","",1,1
E/ESCWA/15/L.1,"","",I8900014,"","","","",1,1
E/ESCWA/15/L.1/ADD.1,"","",I8900455,"","","","",1,1
E/ESCWA/15/L.1/REV.1,I8900674,"","","","","","",1,1
E/ESCWA/15/L.1/REV.1/ADD.1,I8900673,"","","","","","",1,1
E/ESCWA/15/L.2,I8900626,"","","","","","",1,1
E/ESCWA/167,I8300220,"","","","","","",1,1
E/ESCWA/16/10,I9200456,"",I9200457,"","","","",1,1
E/ESCWA/16/12,I9200490,"",I9200487,"","","","",1,1
E/ESCWA/16/13/REV.1,I9200645,"",I9200644,"","","","",1,1
E/ESCWA/16/14,I9200639,"",I9200590,I9300071,"","","",1,1
E/ESCWA/16/1/REV.2,I9206526,"",I9200526,"","","","",1,1
E/ESCWA/16/2,I9200512,"",I9200499,"","","","",1,1
E/ESCWA/16/3(PARTII),I9200189,"",I9200190,"","","","",1,1
E/ESCWA/16/3(PARTI),I9200427,"",I9200246,"","","","",1,1
E/ESCWA/16/3(PARTI)/ADD.1,I9200346,"",I9200338,"","","","",1,1
E/ESCWA/16/3(PARTI)/ADD.2,I9200181,"",I9200205,"","","","",1,1
E/ESCWA/16/3(PARTI)/ADD.3,I9200103,"",I9200104,"","","","",1,1
E/ESCWA/16/3(PARTI)/ADD.4,I9200018,"",I9200017,"","","","",1,1
E/ESCWA/16/3(PARTI)/ADD.5,I9200067,"",I9200075,"","","","",1,1
E/ESCWA/16/3(PARTI)/ADD.5/SUPPL.1,I9200451,"",I9200076,"","","","",1,1
E/ESCWA/16/3(PARTI)/ADD.6,I9200348,"",I9200336,"","","","",1,1
E/ESCWA/16/3(PARTI)/ADD.7,I9200047,"",I9200090,"","","","",1,1
E/ESCWA/16/3(PARTI)/ADD.8,I9200354,"",I9200341,"","","","",1,1
E/ESCWA/16/3(PARTI)/ADD.9,I9200118,"",I9200117,"","","","",1,1
E/ESCWA/16/4,I9200383,"",I9200382,"","","","",1,1
E/ESCWA/16/4/ADD.1,"","",I9200028,"","","","",1,1
E/ESCWA/16/4/ADD.10,I9200129,"",I9200128,"","","","",1,1
E/ESCWA/16/4/ADD.11,I9200351,"",I9200344,"","","","",1,1
E/ESCWA/16/4/ADD.12,I9200353,"",I9200345,"","","","",1,1
E/ESCWA/16/4/ADD.1/REV.1,I9200431,"","","","","","",1,1
E/ESCWA/16/4/ADD.2,I9200350,"",I9200343,"","","","",1,1
E/ESCWA/16/4/ADD.3,I9200349,"",I9200339,"","","","",1,1
E/ESCWA/16/4/ADD.4,I9200352,"",I9200342,"","","","",1,1
E/ESCWA/16/4/ADD.5,I9200092,"",I9200105,"","","","",1,1
E/ESCWA/16/4/ADD.6,I9200355,"",I9200340,"","","","",1,1
E/ESCWA/16/4/ADD.7,I9200433,"",I9200119,"","","","",1,1
E/ESCWA/16/4/ADD.8,I9200149,"",I9200148,"","","","",1,1
E/ESCWA/16/4/ADD.8/SUPPL.1,I9200398,"",I9200399,"","","","",1,1
E/ESCWA/16/4/ADD.8/SUPPL.2,I9200380,"",I9200381,"","","","",1,1
E/ESCWA/16/4/ADD.9,I9200420,"",I9200387,"","","","",1,1
E/ESCWA/16/5,I9200026,"",I9200025,"","","","",1,1
E/ESCWA/16/5/SUPPL.1,I9200454,"",I9200453,"","","","",1,1
E/ESCWA/16/5/SUPPL.2,I9200513,"",I9200491,"","","","",1,1
E/ESCWA/16/6,I9200414,"",I9200159,"","","","",1,1
E/ESCWA/16/7,I9200409,"",I9200408,"","","","",1,1
E/ESCWA/16/7/ADD.1,I9200423,"",I9200424,"","","","",1,1
E/ESCWA/16/7/ADD.2,I9200430,"",I9200429,"","","","",1,1
E/ESCWA/16/8,I9200133,"",I9200134,"","","","",1,1
E/ESCWA/16/8/SUPPL.1,"","",I9200334,"","","","",1,0
E/ESCWA/16/8/SUPPL.1/ADD.1,"","",I9200522,"","","","",1,0
E/ESCWA/16/8/SUPPL.2,"","",I9200358,"","","","",1,0
E/ESCWA/16/9,I9200347,"",I9200337,"","","","",1,1
E/ESCWA/16/C.1/CRP/1,I9200504,"",I9200505,"","","","",1,1
E/ESCWA/16/INF.1/REV.1,I9200476,"",I9200475,"","","","",1,1
E/ESCWA/16/INF.2,"","",I9200496,"","","","",1,0
E/ESCWA/16/INF.2/REV.1,I9201602,"",I9201603,"","","","",1,1
E/ESCWA/16/INF.3/REV.2,I9200662,"",I9200661,"","","","",1,1
E/ESCWA/16/L.1/REV.1/ADD.1,I9200370,"","","","","","",1,1
E/ESCWA/16/L.1/REV.2,I9200467,"",I9200466,"","","","",1,1
E/ESCWA/16/L.1/REV.2/ADD.1,I9200468,"",I9200493,"","","","",1,1
E/ESCWA/17/10,I9400207,"",I9400179,"","","","",1,1
E/ESCWA/17/11,I9402088,"",I9400225,"","","","",1,1
E/ESCWA/17/12,I9400237,"",I9400213,"","","","",1,1
E/ESCWA/17/13,I9400184,"",I9400192,"","","","",1,1
E/ESCWA/17/15,I9400217,"",I9402247,"","","","",1,1
E/ESCWA/17/16,I9300906,"",I9400243,"","","","",1,1
E/ESCWA/17/19,I9400308,"",I9400313,I9400373,"","","",1,1
E/ESCWA/17/2,I9400259,"",I9400276,"","","","",1,1
E/ESCWA/17/3,I9400251,"",I9400250,"","","","",1,1
E/ESCWA/17/4(PARTII),I9400196,"",I9400253,"","","","",1,1
E/ESCWA/17/4(PARTI),I9400226,"",I9400221,"","","","",1,1
E/ESCWA/17/4(PARTI)/ADD.1,I9400159,"",I9400172,"","","","",1,1
E/ESCWA/17/4(PARTI)/ADD.10,I9400241,"",I9400224,"","","","",1,1
E/ESCWA/17/4(PARTI)/ADD.2,I9400173,"",I9400171,"","","","",1,1
E/ESCWA/17/4(PARTI)/ADD.3,I9400018,"",I9400175,"","","","",1,1
E/ESCWA/17/4(PARTI)/ADD.4,I9400218,"",I9400013,"","","","",1,1
E/ESCWA/17/4(PARTI)/ADD.5,I9400160,"",I9400010,"","","","",1,1
E/ESCWA/17/4(PARTI)/ADD.6,I9400174,"",I9400012,"","","","",1,1
E/ESCWA/17/4(PARTI)/ADD.7,I9400122,"",I9400011,"","","","",1,1
E/ESCWA/17/4(PARTI)/ADD.8,I9400104,"",I9400091,"","","","",1,1
E/ESCWA/17/4(PARTI)/ADD.9,I9400163,"",I9400105,"","","","",1,1
E/ESCWA/17/5,I9400269,"",I9400267,"","","","",1,1
E/ESCWA/17/5/ADD.1,I9400076,"",I9400098,"","","","",1,1
E/ESCWA/17/5/ADD.2,I9400003,"",I9400236,"","","","",1,1
E/ESCWA/17/5/ADD.3,I9400102,"",I9400097,"","","","",1,1
E/ESCWA/17/5/ADD.4,I9400169,"",I9400197,"","","","",1,1
E/ESCWA/17/5/ADD.5,I9400216,"",I9400198,"","","","",1,1
E/ESCWA/17/5/ADD.6,I9400181,"",I9400183,"","","","",1,1
E/ESCWA/17/5/ADD.7,I9400239,"",I9400244,"","","","",1,1
E/ESCWA/17/6,I9400199,"",I9400178,"","","","",1,1
E/ESCWA/17/7,I9400219,"",I9400203,"","","","",1,1
E/ESCWA/17/8,"","",I9400274,"","","","",1,1
E/ESCWA/17/8/ADD.1,I9400228,"",I9400220,"","","","",1,1
E/ESCWA/17/8/ADD.2,I9400227,"",I9400222,"","","","",1,1
E/ESCWA/17/8/ADD.3,I9400234,"",I9400223,"","","","",1,1
E/ESCWA/17/9,"","",I9400240,"","","","",1,1
E/ESCWA/17/9/REV.1,"","",I9400242,"","","","",1,1
E/ESCWA/17/INF.1,"","",I9400204,"","","","",1,1
E/ESCWA/17/INF.2,I9400254,"",I9400186,"","","","",1,1
E/ESCWA/17/INF.3,"","",I9400294,"","","","",1,1
E/ESCWA/17/L.1/REV.2,I9400265,"",I9400275,"","","","",1,1
E/ESCWA/17/L.1/REV.2/ADD.1,I9400270,"",I9400278,"","","","",1,1
E/ESCWA/18/1,"","",I9500164,"","","","",1,1
E/ESCWA/18/1/REV.2,I9500249,"","","","","","",1,1
E/ESCWA/18/3,"","",I9500261,"","","","",1,1
E/ESCWA/18/4,"","",I9500304,"","","","",1,1
E/ESCWA/18/4/REV.2,I9500283,"","","","","","",1,1
E/ESCWA/18/5,I9500232,"",I9500233,"","","","",1,1
E/ESCWA/18/6,I9500225,"",I9500224,"","","","",1,1
E/ESCWA/18/7,I9500275,"",I9500292,I9500332,"","","",1,1
E/ESCWA/18/INF.1,I9500234,"",I9500239,"","","","",1,1
E/ESCWA/18/L.1/ADD.1,"","",I9500243,"","","","",1,1
E/ESCWA/18/L.1/REV.2,I9500175,"",I9502164,"","","","",1,1
E/ESCWA/18/L.1/REV.2/ADD.1,I9500241,"","","","","","",1,1
E/ESCWA/18/L.2/REV.1,"","",I9500018,"","","","",1,1
E/ESCWA/18/L.2/REV.2,I9500019,"","","","","","",1,1
E/ESCWA/1990/1,"","",I9000336,"","","","",1,1
E/ESCWA/1994/PTF/1,"","",I9400335,"","","","",1,1
E/ESCWA/1996/1,I9600468,"",I9600335,"","","","",1,1
E/ESCWA/1996/3,I9600317,"",I9600221,"","","","",1,1
E/ESCWA/1998/1,I9800518,"",I9800254,"","","","",1,1
E/ESCWA/1999/1,I9900347,"","","","","","",1,1
E/ESCWA/1999/2,I9900355,"",I9900350,I9900349,"","","",1,1
E/ESCWA/1999/3,"","",I9900054,"","","","",1,1
E/ESCWA/1999/4,I9900559,"",I9900477,"","","","",1,1
E/ESCWA/1999/5,"","",I9900342,"","","","",1,1
E/ESCWA/19/3,I9700237,"",I9700255,"","","","",1,1
E/ESCWA/19/4,"","",I9700426,"","","","",1,1
E/ESCWA/19/4/REV.1,I9700318,"","","","","","",1,1
E/ESCWA/19/5,I9700199,"",I9700218,"","","","",1,1
E/ESCWA/19/6,I9700165,"",I9700306,"","","","",1,1
E/ESCWA/19/7,I9700195,"",I9700243,"","","","",1,1
E/ESCWA/19/8,I9700194,"",I9700294,"","","","",1,1
E/ESCWA/19/9,I9700362,"",I9700360,I9700465,"","","",1,1
E/ESCWA/19/INF.2,"","",I9700236,"","","","",1,1
E/ESCWA/19/L.1,I9700089,"",I9700116,"","","","",1,1
E/ESCWA/19/L.1/ADD.1,I9700233,"",I9700296,"","","","",1,1
E/ESCWA/19/L.2,I9700232,"",I9700284,"","","","",1,1
E/ESCWA/19/L.9,I9706898,"","","","","","",1,1
E/ESCWA/2000/1,I0100026,"",I0000334,"","","","",1,1
E/ESCWA/2000/3,"","",I0000322,"","","","",1,1
E/ESCWA/2000/4,"","",I0100638,"","","","",1,1
E/ESCWA/2002/1,"","",N020253,"","","","",1,0
E/ESCWA/2002/1,"","",N0200253,"","","","",1,0
E/ESCWA/2002/2,"","",I0200389,"","","","",1,1
E/ESCWA/2002/2,"","",I020389,"","","","",1,0
E/ESCWA/2002/3,I0206999,"","","","","","",1,1
E/ESCWA/2002/WG.1-I/L.9,N020097,"","","","","","",1,0
E/ESCWA/2008/C.1/3,I0800394,"",I0800395,"","","","",1,1
E/ESCWA/2008/C.1/4,I0800025,"","","","","","",1,1
E/ESCWA/2008/C.1/L.1,I0800009,"",I0800010,"","","","",1,1
E/ESCWA/2008/C.1/L.2,I0800011,"",I0800012,"","","","",1,1
E/ESCWA/2008/C.1/L.3,I0800014,"",I0800013,"","","","",1,1
E/ESCWA/2008/C.2/1,I0800408,"",I0800409,"","","","",1,1
E/ESCWA/2008/C.2/2,I0800406,"",I0800407,"","","","",1,1
E/ESCWA/2008/C.2/3,I0800391,"","","","","","",1,1
E/ESCWA/2008/C.2/4(PARTII),I0800371,"","","","","","",1,1
E/ESCWA/2008/C.2/4(PARTI),I0800374,"","","","","","",1,1
E/ESCWA/2008/C.2/5,I0800376,"","","","","","",1,1
E/ESCWA/2008/C.2/6(PARTIII),I0800382,"","","","","","",1,1
E/ESCWA/2008/C.2/6(PARTII),I0800380,"","","","","","",1,1
E/ESCWA/2008/C.2/6(PARTIV),I0800384,"","","","","","",1,1
E/ESCWA/2008/C.2/6(PARTI),I0800378,"","","","","","",1,1
E/ESCWA/2008/C.2/7(CRP),I0800392,"","","","","","",1,1
E/ESCWA/2008/C.2/8,I0800386,"","","","","","",1,1
E/ESCWA/2008/C.2/9,I0800400,"","","","","","",1,1
E/ESCWA/2008/C.2/INF.1,I0800390,"","","","","","",1,1
E/ESCWA/2008/WG/C.1/4,I080048,"","","","","","",1,0
E/ESCWA/2009/C.3/3,I0900239,"","","","","","",1,1
E/ESCWA/2009/C.3/4,I0900253,"","","","","","",1,1
E/ESCWA/2009/C.3/4(PARTII),I0900252,"",I0900242,"","","","",1,1
E/ESCWA/2009/C.3/4(PARTI),I0900261,"",I0900260,"","","","",1,1
E/ESCWA/2009/C.3/5,I0900255,"","","","","","",1,1
E/ESCWA/2009/C.3/5(PARTII),I0900228,"","","","","","",1,1
E/ESCWA/2009/C.3/5(PARTI),I0900226,"","","","","","",1,1
E/ESCWA/2009/C.3/6,I0900275,"",I0900276,"","","","",1,1
E/ESCWA/2009/C.3/INF.1,I0900257,"","","","","","",1,1
E/ESCWA/2009/C.3/L.1,I0900222,"",I0900223,"","","","",1,1
E/ESCWA/2009/C.3/L.2,I0900224,"",I0900225,"","","","",1,1
E/ESCWA/2010/C.4/3,I1000006,"",I1000007,"","","","",1,1
E/ESCWA/2010/C.4/4,I0900579,"",I0900580,"","","","",1,1
E/ESCWA/2010/C.4/5,I1000017,"",I1000025,"","","","",1,1
E/ESCWA/2010/C.4/6,I0900603,"",I0900602,"","","","",1,1
E/ESCWA/2010/C.4/7,I1000013,"",I1000014,"","","","",1,1
E/ESCWA/2010/C.4/8,I0900581,"",I0900582,"","","","",1,1
E/ESCWA/2010/C.4/8(PARTII),I0900585,"",I0900586,"","","","",1,1
E/ESCWA/2010/C.4/8(PARTI),I0900583,"",I0900584,"","","","",1,1
E/ESCWA/2010/C.4/9/REPORT,I1000028,"","","","","","",1,1
E/ESCWA/2010/C.4/L.1,I0900575,"",I0900576,"","","","",1,1
E/ESCWA/2010/C.4/L.2,I0900577,"",I0900578,"","","","",1,1
E/ESCWA/2011/C.5/3,I1100035,"",I1100034,"","","","",1,1
E/ESCWA/2011/C.5/4,I1100014,"",I1100015,"","","","",1,1
E/ESCWA/2011/C.5/5,I1100019,"",I1100018,"","","","",1,1
E/ESCWA/2011/C.5/6,I1100026,"",I1100025,"","","","",1,1
E/ESCWA/2011/C.5/7,I1100056,"",I1100057,"","","","",1,1
E/ESCWA/2011/C.5/7(PARTII),I1100045,"",I1100046,"","","","",1,1
E/ESCWA/2011/C.5/7(PARTI),I1100017,"",I1100016,"","","","",1,1
E/ESCWA/2011/C.5/8/REPORT,I1100085,"",I1100086,"","","","",1,1
E/ESCWA/2011/C.5/CRP.1,I1100010,"",I1100009,"","","","",1,1
E/ESCWA/2011/C.5/INF.1,I1100047,"",I1100048,"","","","",1,1
E/ESCWA/2011/C.5/L.1,I1100006,"",I1100007,"","","","",1,1
E/ESCWA/2011/C.5/L.2,I1100012,"",I1100013,"","","","",1,1
E/ESCWA/2011/C.6/7/REPORT,I1100371,"",I1100372,"","","","",1,1
E/ESCWA/2011/C.6/L.1,"","",L110301,"","","","",1,0
E/ESCWA/2011/C.6/L.2,"","",L110299,"","","","",1,0
E/ESCWA/2013/REPORT,I1400272,"",I1300109,"","","","",1,1
E/ESCWA/2015/EC.1/3,I1500284,"","","","","","",1,1
E/ESCWA/2015/EC.1/4,I1500263,"","","","","","",1,1
E/ESCWA/2015/EC.1/5,I1500286,"","","","","","",1,1
E/ESCWA/2015/EC.1/7,I1500285,"","","","","","",1,1
E/ESCWA/2015/EC.1/INF.2,I1500176,"","","","","","",1,1
E/ESCWA/2015/EC.1/L.2,I1500182,"",I1500183,"","","","",1,1
E/ESCWA/2016/TOR,I1600233,"",I1600234,"","","","",1,1
E/ESCWA/2017/EC.3/3,I1700304,"",I1700303,"","","","",1,1
"E/ESCWA/2017/EC.3/3 (PART II)",I1700299,"","","","","","",1,1
"E/ESCWA/2017/EC.3/3(PART I)",I1700297,"","","","","","",1,1
E/ESCWA/2017/EC.3/4,I1700306,"",I1700305,"","","","",1,1
"E/ESCWA/2017/EC.3/4 (PART III)",I1700213,"",I1700214,"","","","",1,1
"E/ESCWA/2017/EC.3/4 (PART II)",I1700224,"","","","","","",1,1
"E/ESCWA/2017/EC.3/4 (PART IV)",I1700228,"",I1700229,"","","","",1,1
"E/ESCWA/2017/EC.3/4(PART I)",I1700247,"",I1700248,"","","","",1,1
E/ESCWA/2017/EC.3/5,﻿I1700308,"",I1700307,"","","","",1,1
E/ESCWA/2017/EC.3/6,I1700217,"",I1700218,"","","","",1,1
E/ESCWA/2017/EC.3/7,I1700226,"","","","","","",1,1
E/ESCWA/2017/EC.3/INF.1,I1700262,"",I1700263,"","","","",1,1
E/ESCWA/2017/EC.3/INF.2,I1700230,"",I1700231,"","","","",1,1
E/ESCWA/2017/EC.3/L.1,I1700282,"",I1700283,"","","","",1,1
E/ESCWA/2017/EC.3/L.2,I1700284,"",I1700285,"","","","",1,1
E/ESCWA/20/10/REV.1,"","",I9901197,"","","","",1,1
E/ESCWA/20/3,I9900331,"",I9900319,"","","","",1,1
E/ESCWA/20/4,I9900769,"",I9900707,"","","","",1,1
E/ESCWA/20/5,I9900336,"",I9900335,"","","","",1,1
E/ESCWA/20/6,"","",I9900344,"","","","",1,1
E/ESCWA/20/6/REV.1,I9900479,"","","","","","",1,1
